Am I ? I say you came running after me because you were afraid I was leaving you without even a kiss .	I 'd just as soon kiss a wookiee .
I 'd just as soon kiss a wookiee .	There 's no accounting for taste . Believe me , you could use a good kiss . You 've spent so much time doing your duty and giving orders you 've never learned how to be a woman . It 's a shame , because you 've got all the makings for one . I could have helped you plenty in that department . if you 'd have let go for a minute . But it 's too late now , sweetheart . Your big opportunity is flying out of here .
There 's no accounting for taste . Believe me , you could use a good kiss . You 've spent so much time doing your duty and giving orders you 've never learned how to be a woman . It 's a shame , because you 've got all the makings for one . I could have helped you plenty in that department . if you 'd have let go for a minute . But it 's too late now , sweetheart . Your big opportunity is flying out of here .	We are fighting for a cause much .
We are fighting for a cause much .	Spare me please ! Don't tell me about the Rebellion again . I 've had it with your noble mission . All you let yourself think about is the Rebellion . The result is you 're as cold as this planet .
Spare me please ! Don't tell me about the Rebellion again . I 've had it with your noble mission . All you let yourself think about is the Rebellion . The result is you 're as cold as this planet .	And you think you 're the one to apply some heat ?
And you think you 're the one to apply some heat ?	Sure . If I were interested . But I don't think it 'd be much fun .
Those creatures he keeps talking about . we 'd better double the security . Han , I don't know how .	Forget it .
Now all we 've got to worry about is what attacked him .	No kidding . If this snowball 's got nasty natives , they could be anywhere .
. I 'm afraid there 's not much left .	What was it ?
What was it ?	Droid of some kind . I didn't hit it that hard . It must have had a self-destruct .
Droid of some kind . I didn't hit it that hard . It must have had a self-destruct .	An Imperial probe droid .
An Imperial probe droid .	Now don't panic . We don't know that .
Well , your worship , it looks like you arranged to keep me close by for a while longer .	I had nothing to do with it . General Rieekan thinks it 's dangerous for any ships to leave the system until we know where that probe came from .
I don't know what he 's talking about .	Ooops ! I guess you haven't told Luke about that yet .
You must have gone completely out of your feeble mind .	Come on , your highness , are you telling me you haven't been thinking about that kiss ?
Why you low-down , stuck-up , half- witted , scruffy-looking nerf-herder .	Who 's scruffy-looking ? I tell ya ' sweetheart , I must 've hit pretty close to the mark to get you hoppin ' like this . Doesn't it look that way to you , Luke ?
Hey ! Someone 's still in here .	Wait , don't open it . that 's one of the traps for the ice creatures .
Would it help if I got out and pushed ?	Don't worry , your holiness , I 'll get her started .
This bucket of bolts is never going to get us past that blockade .	This baby 's got a few surprises left in her .
This baby 's got a few surprises left in her .	I 'll be surprised if we ever start moving .
I know , I know , I see them . LEIA See what ?	Two more Star Destroyers heading right at us .
Two more Star Destroyers heading right at us .	I 'm glad you said there was going to be no problem , or I 'd be worried .
That was no laser blast . some- thing hit us .	Or you ran into something .
Asteroids ! Chewie , bank left , let 's find out where they 're coming from .	Probably an asteroid field .
Probably an asteroid field .	Let 's hope so . it 's just the chance we need .
Let 's hope so . it 's just the chance we need .	To get killed . you 're not seriously going into an asteroid field ?
To get killed . you 're not seriously going into an asteroid field ?	Aren't I ? Hang on , sweetheart . We 're gonna do some flyin ' .
Well , you said you wanted to be there when I was wrong .	I take it back .
I take it back .	That Star Destroyer is slowing down .
That Star Destroyer is slowing down .	Good .
But we 're going to get pulverized if we stay out here much longer .	I 'm against that .
I 'm against that .	We 've got to get out of this shower .
We 've got to get out of this shower .	Now you 're making sense .
Now you 're making sense .	Right . I 'm going to get in closer to one of these big ones .
There , there . Chewie get a reading on that . Looks pretty good .	What is it ?
What is it ?	That should do nicely .
Why , Princess , this is so sudden .	Very funny . You can let go now . I 'm getting angry .
Very funny . You can let go now . I 'm getting angry .	You don't look angry .
You don't look angry .	How do I look ?
How do I look ?	Beautiful .
Sorry , Captain , being held by you isn't enough to get me excited .	Well , I hope you don't expect more .
Well , I hope you don't expect more .	I don't expect anything , except to be left alone .
I don't expect anything , except to be left alone .	Fine with me . But I 'm afraid you 'll have to let go .
That was no earthquake .	Felt like a hydro concussion . an Imperial Cruiser .
They 're moving away .	They 're just trying to see if they can stir something up . we 're safe .
They 're just trying to see if they can stir something up . we 're safe .	Where have I heard that before ?
Easy , your worship . Only trying to help .	Would you please stop calling me that ?
Sure . I guess I make it difficult sometimes .	Yes , you do .
Yes , you do .	You could be a touch warmer , though . Admit it , against your better judgment you think I 'm all right .
Sometimes , maybe . occasionally , when you aren't acting like a scoundrel .	That 's quite a compliment .
Stop that .	Why ?
What are you afraid of ?	Afraid of ? Certainly not you Captain Solo . or any other man in this galaxy .
Don't count on it . I happen to like nice men .	Sure , they 're safer . You always know what they 're going to do . Trouble is , it gets a little dull .
Sure , they 're safer . You always know what they 're going to do . Trouble is , it gets a little dull .	There 's nothing dull about a man I can depend on to be civilized .
There 's nothing dull about a man I can depend on to be civilized .	You mean a man you can control .
You mean a man you can control .	I do not !
I do not !	Try and control this .
There 's something out there !	Where ?
Where ?	Outside , in the cave .
Are you crazy !	Look , we just got this bucket going again . I 'm not about to let some varmint tear it apart .
Looks like some kind of Mynock .	There will be more of them . They always travel in groups . And there 's nothing they like better than to attach themselves to ships . Just what we need right now .
Those Star Destroyers will spot us long before you can get into light speed . You can't make the jump in this asteroid field .	Strap yourself in , sweetheart , we 're taking off !
Strap yourself in , sweetheart , we 're taking off !	But the tremors have stopped .
I see it Chewie , hang on .	The entrance is collapsing !
Couldn't be , I checked the transfer circuits , just like you said ! I tell you this time it 's not my fault . I 'm sure I checked it .	No lightspeed ?
No lightspeed ?	It 's not my fault . I can't under- stand it !
Sharp bank , Chewie . Let 's turn this bucket around . You heard me , turn around ! Full power on the front shield .	You 're going to attack them ?!
You could have warned him before you shut him off .	Oh , so sorry ! Didn't mean to offend your droid . You think braking and shutting down in that amount of time is easy ?
Oh , so sorry ! Didn't mean to offend your droid . You think braking and shutting down in that amount of time is easy ?	I 'm still not sure what you 've accomplished .
I 'm still not sure what you 've accomplished .	Chewie , check the manual release on the landing claws .
What 'd you have in mind for your next move ?	The fleet is finally breaking up . I 'm hoping they 'll follow standard Imperial procedure and dump their garbage before they go into light speed .
Not bad , hot shot , not bad . Then what ?	Then we have to find a safe port around here . Got any ideas ?
Then we have to find a safe port around here . Got any ideas ?	That depends . Where are we ?
That depends . Where are we ?	Here . near the Anoat system .
Funny , I have the feeling I 've been in this area before . Let me check my logs .	You keep logs ? My , how organized .
You keep logs ? My , how organized .	Well , sometimes . Ah-hah , I knew it ! Lando Calrissian .
Well , sometimes . Ah-hah , I knew it ! Lando Calrissian .	Never heard of that system .
Never heard of that system .	Lando 's not a system , he 's a man . A gambler , con-artist . all- around scoundrel . . your kind of guy . The system is called Bespin . It 's a ways from here , but reachable .
Lando 's not a system , he 's a man . A gambler , con-artist . all- around scoundrel . . your kind of guy . The system is called Bespin . It 's a ways from here , but reachable .	A mining colony .
A mining colony .	A Tibanna gas mine . Lando won it in a sabacc match , or so he claims . Lando and I go way back .
A Tibanna gas mine . Lando won it in a sabacc match , or so he claims . Lando and I go way back .	Can you trust him ?
Can you trust him ?	No . But he has no love for the Empire , that much I know .
You do have your moments . Not many , but you do have them .	Let er go , Chewie .
I don't like this .	It 'll be all right . Trust me . And keep your eyes open . You wait here .
What are you staring at ?	Who 's staring ?
Who 's staring ?	You look silly .
You look silly .	You look great .
You look great .	Has Threepio turned up yet ?
Has Threepio turned up yet ?	Huh ? Oh . Your droid 's been gone too long just to be lost . He may have gotten into some trouble . Chewie went to look for him . Come over here . I want to check this out .
I hope Luke made it to the fleet all right .	Luke ! I 'm sure he 's fine . Probably sitting around wondering what we 're doing right now .
He found him in a junk pile .	Something 's wrong here . Your friend Lando is very charming , but I don't trust him .
Something 's wrong here . Your friend Lando is very charming , but I don't trust him .	Well , I do trust him . Lando 's an old friend . Must have been an accident .
Well , I do trust him . Lando 's an old friend . Must have been an accident .	Chewie , do you think you can repair him ?
No thanks .	Look , sweetheart , I 'm not going to have you accusing my friend of .
I was worried about you .	I 'm worried about all of us . I can't figure out what they 're up to .
I 'm worried about all of us . I can't figure out what they 're up to .	Me either . They had me howling on the scan grid , but they never asked me any questions .
. I love you . I couldn't tell you before , but it 's true .	. just remember that , cause I 'll be back .
Loud and clear , kid . What 's up ?	I 've finished my circle and I haven't picked up any life read- ings .
I 've finished my circle and I haven't picked up any life read- ings .	There isn't enough life on this ice cube to fill a space cruiser . My sentry markers are placed . I 'm heading back to the base .
There isn't enough life on this ice cube to fill a space cruiser . My sentry markers are placed . I 'm heading back to the base .	I 'll see you shortly . A meteorite just hit the ground near here and I want to check it out . Won't be long .
Hi kid , you look strong enough to wrestle a Gundark .	Thanks to you .
Thanks to you .	That 's two you owe me , junior .
Probe ? What probe ?	That makes a good story . But I think you just can't bear to let me out of your sight .
About what ?	Now don't get the wrong idea , pal . She was just trying to express her true feelings for me .
I hope you make your peace with Jabba .	Don't worry . You haven't seen the last of us .
Why you slimy , double-crossing no-good swindler . am I glad to see you .	No hard feelings ?
No hard feelings ?	Are you kidding ?
Are you kidding ?	I always said you were a gentleman .
I always said you were a gentleman .	I 'll bet .
That won't be easy , my friend . What brings you here , anyway ?	Repairs .
Repairs .	What have you done to my ship ?
That ship saved my life a few times . It 's the fastest hunk of machinery in the galaxy . What 's wrong with her ?	Hyperdrive .
Hyperdrive .	I 'll have my people get to work on it right away . Hate the thought of the Millennium Falcon without her heart .
How 's your mining operation going ?	Not as well as I 'd like . We 're a small outpost and not very self- sufficient . I 've had supply problems of every kind and . What 's so funny ?
Not as well as I 'd like . We 're a small outpost and not very self- sufficient . I 've had supply problems of every kind and . What 's so funny ?	Nothing . I never would have guessed that underneath that wild schemer I knew was a respon- sible leader and businessman . But you wear it well .
Sorry friend , I had no choice . They arrived right before you did .	I 'm sorry too .
Get out of here , Lando !	Shut up a minute and listen . I 'm doing what I can to make this easier for you .
Shut up a minute and listen . I 'm doing what I can to make this easier for you .	This ought to be good .
This ought to be good .	Vader agreed to turn Leia and Chewie over to me . They 'll have to stay here , but at least they 'll be safe .
You don't know much about much if you think Vader won't want us dead before this is over .	He doesn't want you at all . He 's after someone named Skywalker .
He doesn't want you at all . He 's after someone named Skywalker .	Luke ? I don't get it .
All this just to get the kid ? What 's so important about him ?	Don't ask me , but he 's on his way .
Don't shoot ! I 've done what I can for you . I 'm sorry it 's not better , but I 've got my own problems . I 've already stuck my neck out further than I should .	Yeah , you 're a real hero .
What about Leia and the Wookiee ?	You will find them well enough . But they must never again leave this city .
You will find them well enough . But they must never again leave this city .	That was never mentioned . Neither was this bounty hunter taking Han . I hope you haven't forgotten our bargain .
That was never mentioned . Neither was this bounty hunter taking Han . I hope you haven't forgotten our bargain .	I forget nothing , Calrissian . Perhaps you think you 're being treated unfairly .
I forget nothing , Calrissian . Perhaps you think you 're being treated unfairly .	No .
No .	Good . It would be most unfortunate if I had to leave a permanent garrison here .
We only use this chamber for carbon freezing . If you put him in there , it 'll kill him .	I think not . But I don't wish my prize to be damaged . We 'll test it first . Bring in Captain Solo .
I 'll take what 's mine now .	Take them , but I 'm keeping a detachment of troops here to watch over them .
Take them , but I 'm keeping a detachment of troops here to watch over them .	That wasn't the bargain . You said the Empire wouldn't interfere in-
That wasn't the bargain . You said the Empire wouldn't interfere in-	I 'm altering the bargain . Pray I don't alter it any further .
Hello ! What have we here ? Welcome , I am Baron Lando Calrissian , Administrator of this facility . and who might you be ?	You may call me Leia .
Sorry , am I interrupting anything ?	Not really .
Not really .	I must say , your beauty is unpar- alleled . Truly you belong here with us among the clouds .
I must say , your beauty is unpar- alleled . Truly you belong here with us among the clouds .	Thanks .
Thanks .	Would you care to join me for a little refreshment ?
. We are a free station and do not fall under the jurisdiction of the Empire .	You 're part of the mining guild then ?
You 're part of the mining guild then ?	Not actually . Our operation is small enough not to be noticed , so you might say we 're enterprisers . Most of our trade is , well . unofficial .
It 's a lovely outpost .	Yes , we keep pollution down by having the power reactor far below the city . It 's connected by a transfer shaft .
What about Han ?	I didn't know you had a price on your head . Vader has given you to the bounty hunter .
Lord Vader has set a trap for him and .	. we 're the bait .
What 's going on ?	I 'm coming over to your side , that 's what . And I have a feeling I 'm making a big mistake .
I 'm coming over to your side , that 's what . And I have a feeling I 'm making a big mistake .	And when do you betray us again ?
Look , I stand to lose everything by this .	We have no use for your kind .
We have no use for your kind .	This is no time to be choosy , honey . What do you say we debate this later ? There 's still a chance I can get you out of here .
Chewie 's right . We must try to save Han .	There 's not much chance , but the bounty hunter 's ship is on the East Landing Platform .
Very noble . Not smart , but noble .	You 've probably never done an honorable thing in your life .
You 've probably never done an honorable thing in your life .	Sure I did . once . It turned out lousy .
Sure I did . once . It turned out lousy .	What chance have we got in here ? What are we going to do when they cut .
You 'd better know what you 're doing , or this is going to get very messy .	Don't worry about a thing . I 'll get us going .
We 've got to find Luke .	His fate is sealed . You 'll be lucky to get out yourself . All systems are on alert . everything 's locked .
What 'd you say ?	I didn't say anything ?
I knew that set-up was too good to last . I 'm going to miss it .	Luke !
Luke !	What ?
What ?	Luke needs help . We must go back .
No argument , just do it . That 's a command !	Wait a minute . We 're not going back there .
Someone 's falling .	It 's Luke . Get under him . Slow down . Easy Chewie . Line up your tracking system . Lando , open the hatch .
The deflector shields are gone .	Are the coordinates set ?
I 'm sure my men fixed it . We 've got nothing to worry about .	That sounds familiar .
Nothing more can be done tonight . The shield doors must be closed . I can't wait any longer . I 'm sorry .	I understand .
The speeders should be ready in the morning . They 'll make the search easier .	Is there any chance of them surviving out there ?
Is there any chance of them surviving out there ?	Slim , but yes , there 's a chance . They have a shelter . It 's not much , but .
Have they analyzed the one that was killed ?	Not yet . They 're working on it now .
We 've picked up something outside the base in zone one , moving East .	What is it ?
Two transports at a time is awfully risky .	We have no choice . Send them up . and start clearing everyone out .
You rest now .	So much has happened during the period of your indisposition , sir .
So much has happened during the period of your indisposition , sir .	I 'll be back later .
You don't have to do this to impress me .	If I might remind you , sir , the probability of successfully navi- gating through an asteroid field is approximately 365,000 to one . a graceful surrender might not be .
Closer ?!	Closer ?!
A tremor !	Sir , it 's very possible this asteroid is not stable .
What ?	Oh my , no !
Sir , we 've lost the rear deflector shield . One more direct hit on the back quarter and we 're done for .	Well , what now ?
Rather touchy , aren't they .	I thought you knew this person .
Artoo , you did it ! I never doubted you for a second .	Let 's go .
The Bacta are growing well . The scars should be gone in a day or so . Does it still hurt ?	I 'm fine . Really . Leia . when I was out there and it looked pretty bad . well , it made me think about things .
I 'm fine . Really . Leia . when I was out there and it looked pretty bad . well , it made me think about things .	Me too . I was afraid .
Leia . What would you think if I went away for a while ?	What did you say ?!
Where are you going ?	I have this . feeling . I 'm not sure , really .
I have this . feeling . I 'm not sure , really .	That 's just great . Why doesn't everyone just take off ?
That 's just great . Why doesn't everyone just take off ?	What are you talking about ?
What are you talking about ?	First Han , now you . When am I going to learn not to count on anyone but myself ? .
First Han , now you . When am I going to learn not to count on anyone but myself ? .	Han 's leaving ?
Calm down , will ya ? Tell me about Han .	He wants to pay off that criminal he 's in hock to .
He wants to pay off that criminal he 's in hock to .	Jabba the Hutt ?
Jabba the Hutt ?	I could get more loyalty if I went down the hall and recruited some of those snow creatures .
I could get more loyalty if I went down the hall and recruited some of those snow creatures .	Snow creatures . they 're here ?!
Leia !	Luke , no ! It 's a trap .
Lando , is he alright ? . Lando ? Are you there ? How 's Luke ?	He 'll survive .
This hyperdrive had better work .	I 've never seen it fail .
Ready are you ? What know you of ready ? I have trained Jedi for 800 years . My own counsel I 'll keep on who is to be trained .	Why not me ?
Why not me ?	To become a Jedi takes the deepest commitment , the most serious mind .
I have followed my feelings .	You are reckless !
I will not fail you . I 'm not afraid .	You will be , my young one . Heh . You will be .
It would be in seven pieces , were you a Jedi .	I thought I was in good shape .
I thought I was in good shape .	Yes , but by what standard , ask I ? Forget your old measures . Unlearn , heh , unlearn .
Master , moving rocks is one thing , but this is a little different .	No ! No different ! The differences are in your mind . Throw them out ! No longer of use are they to you .
No ! No different ! The differences are in your mind . Throw them out ! No longer of use are they to you .	Okay . I 'll give it a try .
Okay . I 'll give it a try .	No . Try not . Do , do . Or do not . There is no try .
I can't . It 's too big .	Size has no meaning . It matters not . Look at me . Judge me by my size do you ?
I don't believe it .	That is why you fail .
Concentration . Heh ? Concentration .	I thought those seekers were set for stun !
I thought those seekers were set for stun !	That they are .
That they are .	They 're a lot stronger than I 'm used to .
They 're a lot stronger than I 'm used to .	That would matter not were The Force flowing through you . Higher you 'd jump ! Faster you 'd move ! Open yourself to The Force you must .
No , no . This will not do . Anger is what you feel .	But I feel The Force flowing !
But I feel The Force flowing !	Anger , fear , aggression ! The dark side of The Force are they . Easily they flow . quick to join you in a fight . Beware , beware , beware of them . A heavy price is paid for the power they bring .
Price ? What do you mean ?	The dark side beckons . But if once start down the dark path , forever will it dominate your destiny . Consume you it will . as it did wan 's apprentice .
The dark side beckons . But if once start down the dark path , forever will it dominate your destiny . Consume you it will . as it did wan 's apprentice .	Lord Vader . Is the dark side stronger ?
Lord Vader . Is the dark side stronger ?	No , no . Easier , quicker , more seductive .
No , no . Easier , quicker , more seductive .	But how am I to know the good side from the dark ?
But how am I to know the good side from the dark ?	You will know . When you are at peace . calm . passive . A Jedi uses The Force for knowledge and defense . Never for attack .
You will know . When you are at peace . calm . passive . A Jedi uses The Force for knowledge and defense . Never for attack .	But tell me why .
But tell me why .	No ! Nothing more will I tell you now . Clear your mind of questions . Quiet now be . at peace .
Four this time ! The Force you feel .	Yes . I also feel danger . death . Something 's not right .
I feel cold .	This tree is strong with the dark side of The Force . A servant of evil it is . Into it you must go .
This tree is strong with the dark side of The Force . A servant of evil it is . Into it you must go .	What 's in there ?
What 's in there ?	Only what you take with you .
Ben ? Ben ?	Free your mind and return he will .
Free your mind and return he will .	My mind fills with so many images .
My mind fills with so many images .	Control , control you must learn of what you see . Not easy , not fast .
Control , control you must learn of what you see . Not easy , not fast .	I see a city in the clouds .
I see a city in the clouds .	Bespin . I see it too . Friends you have there , heh ? Concentrate and see them you will .
Bespin . I see it too . Friends you have there , heh ? Concentrate and see them you will .	I see them ! . They 're in pain . they 're suffering .
I see them ! . They 're in pain . they 're suffering .	It is the future you see .
Will they die ?	Difficult to see . Always in motion is the future . Back away , little machine !
They 're my friends .	Foreknowledge is helpful , but painful sometimes and dangerous too . You have far to go in your training .
Yes , yes . To Obi-wan you listen young one . The tree . Remember your failure at the tree ! Heh ?	I 've learned so much since then . And I 'll return to finish . I promise that , master .
And sacrifice Han and Leia ?	If it must be . Yes .
The fear does not reach you . You have learned more than I anticipated .	You 'll find I 'm full of surprises .
You 'll find I 'm full of surprises .	And I too .
Your future lies with us , Skywalker . Now you will embrace the dark side . Obi-wan knew this to be true .	No !
No !	There is much Obi-wan did not tell you . Come , The Emperor will complete your training .
There is much Obi-wan did not tell you . Come , The Emperor will complete your training .	I 'll die first .
I 'll die first .	That won't be necessary .
All too easy . Perhaps you are not as strong as The Emperor thought .	Time will tell .
The Force runs strong in the Skywalker line . You will achieve great power . Come , join with me ! Together we will be the most powerful . even stronger than The Emperor .	No ! . Never .
There is no escape . You must join me or die . Don't make me destroy you here . The Emperor is strong with The Force . But if you join me , together we could overthrow Him . Do not resist . It is our destiny !	Never .
The Hoth System ?	Yes , Sir . we have visuals . the System is supposed to be devoid of human forms .
Yes , My Lord .	Make ready to land General Veers ' assault troops on the surface . Then deploy the fleet so that nothing can get off that system . You 're in command now , Admiral Piett .
Seventeen ships destroyed , we don't know how many got away .	Anything on the Millennium Falcon ?
Anything on the Millennium Falcon ?	It won't get through the blockade .
It won't get through the blockade .	I want that ship .
Admiral , we 're in position . All fighters accounted for .	Proceed with the countdown . All groups assume attack coordinates .
All craft , prepare to jump to hyperspace on my mark .	All right . Stand by .
We saw it . All craft prepare to retreat .	You won't get another chance at this , Admiral .
You won't get another chance at this , Admiral .	We have no choice , General Calrissian . Our cruisers can't repel firepower of that magnitude .
We have no choice , General Calrissian . Our cruisers can't repel firepower of that magnitude .	Han will have that shield down . We 've got to give him more time .
At that close range , we won't last long against those Star Destroyers .	We 'll last longer then we will against that Death Star . and we might just take a few of them with us .
The shield is down ! Commence attack on theDeath Star 's main reactor .	We 're on our way . Red Group , Gold Group , all fighters follow me . Told you they 'd do it !
I can't do it , Artoo . I can't go on alone .	Yoda will always be with you .
You told me Vader betrayed and murdered my father .	You father was seduced by the dark side of the Force . He ceased to be Anakin Skywalker and became Darth Vader . When that happened , the good man who was your father was destroyed . So what I have told you was true . from a certain point of view .
There 's still good in him .	I also thought he could be turned back to the good side . It couldn't be done . He is more machine now than man . Twisted and evil .
I also thought he could be turned back to the good side . It couldn't be done . He is more machine now than man . Twisted and evil .	I can't do it , Ben .
I can't do it , Ben .	You cannot escape your destiny .
You cannot escape your destiny .	I tried to stop him once . I couldn't do it .
I tried to stop him once . I couldn't do it .	Vader humbled you when first you met him , Luke . but that experience was part of your training . It taught you , among other things , the value of patience . Had you not been so impatient to defeat Vader then , you could have finished your training here with Yoda . You would have been prepared .
